TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID,PreferredTime
2739,Clean the bathroom,Personal,Normal,45,Saturday,11:30,12:15,user1,Morning
3226,Write a summary of today's learnings,Education,Very Important,45,Thursday,9:15,10:00,user1,Morning
3121,Do the laundry,Personal,Normal,45,Tuesday,13:00,13:45,user1,Afternoon
1279,Meeting,Work,Normal,102,Tuesday,11:00,12:42,user1,Morning
2165,Read comics,Personal,Less Important,60,Saturday,20:30,21:30,user1,Evening
2278,Yoga session,Personal,Normal,45,Wednesday,6:45,7:30,user1,Morning
2385,Jogging,Personal,Normal,30,Saturday,5:45,6:15,user1,Morning
408,Host a movie night,Personal,Normal,150,Sunday,20:00,22:30,user1,Evening
346,Teamwork,Work,Very Important,120,Thursday,14:15,16:15,user1,Afternoon
273,Make smoothie,Personal,Less Important,10,Thursday,8:00,8:10,user1,Morning
2257,Watch a stand-up comedy,Personal,Less Important,60,Saturday,20:00,21:00,user1,Evening
3198,Code review session,Work,Very Important,30,Sunday,14:30,15:00,user1,Afternoon
82,Meeting,Work,Less Important,86,Friday,4:00,5:26,user1,Evening
986,Coding Session,Work,Very Important,116,Tuesday,9:00,10:56,user1,Morning
1782,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1,Afternoon
2465,Review lecture notes,Education,Very Important,45,Wednesday,12:15,13:00,user1,Afternoon
734,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
2627,Write a blog post,Personal,Normal,30,Thursday,13:00,13:30,user1,Afternoon
1833,Clean the bathroom,Personal,Normal,45,Tuesday,12:30,13:15,user1,Afternoon
769,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1,Morning
1845,Product demo with client,Work,Important,60,Saturday,12:30,13:30,user1,Afternoon
32,Check email,Work,Normal,15,Thursday,8:00,9:15,user1,Morning
35,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1,Morning
2328,Watch a movie,Personal,Less Important,45,Saturday,21:15,22:00,user1,Evening
1056,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1,Morning
1860,Play guitar,Personal,Normal,60,Wednesday,19:00,20:00,user1,Evening
407,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1,Afternoon
888,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1,Afternoon
125,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1,Morning
2510,Water the plants,Personal,Normal,60,Saturday,7:30,8:30,user1,Morning
1234,Watch a movie,Personal,Less Important,120,Saturday,21:15,23:15,user1,Evening
2544,Coffee with a friend,Personal,Less Important,30,Tuesday,15:30,16:00,user1,Afternoon
3057,Watch a stand-up comedy,Personal,Less Important,60,Monday,19:15,20:15,user1,Evening
2716,Buy stationery,Personal,Very Important,45,Wednesday,11:00,11:45,user1,Morning
1249,Cooking,Personal,Normal,60,Sunday,12:15,13:15,user1,Afternoon
980,Meeting,Work,Normal,95,Wednesday,16:00,17:35,user1,Afternoon
168,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1,Evening
172,Drop kids off at school,Personal,Normal,30,Tuesday,8:00,8:30,user1,Morning
EOkxKO02uDozh7Ckhsbr,learn english,Education,Important,60,Friday,15:15,16:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
1633,Visit a museum,Personal,Normal,120,Thursday,10:00,12:00,user1,Morning
2959,Vacuum the floor,Personal,Normal,45,Sunday,17:30,18:15,user1,Afternoon
1168,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1,Morning
549,Shop online,Personal,Normal,60,Saturday,12:00,13:00,user1,Afternoon
597,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1,Evening
472,Drop kids off at school,Personal,Normal,30,Tuesday,8:00,8:30,user1,Morning
3138,Visit the bank,Personal,Very Important,60,Monday,9:45,10:45,user1,Morning
1668,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1,Evening
288,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1,Afternoon
2253,Watch a movie,Personal,Less Important,60,Monday,20:30,21:30,user1,Evening
2680,Dinner with friends,Personal,Less Important,60,Thursday,18:15,19:15,user1,Evening
36,Write a diary,Personal,Normal,30,Monday,22:45,23:15,user1,Evening
2760,Practice a new language,Education,Important,60,Friday,8:45,9:45,user1,Morning
1008,Host a movie night,Personal,Normal,150,Sunday,20:00,22:30,user1,Evening
704,Virtual networking event,Work,Normal,90,Wednesday,19:00,20:30,user1,Evening
3022,Drop off donation,Personal,Very Important,60,Wednesday,12:15,13:15,user1,Afternoon
1089,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1,Afternoon
1473,Make smoothie,Personal,Less Important,10,Thursday,8:00,8:10,user1,Morning
600,Research a topic,Education,Important,30,Monday,15:30,16:00,user1,Afternoon
1187,Take a power nap,Personal,Less Important,20,Thursday,14:00,14:20,user1,Afternoon
2493,Watch a movie,Personal,Less Important,60,Sunday,20:00,21:00,user1,Evening
1551,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1,Morning
1859,Play games,Personal,Less Important,60,Saturday,17:45,18:45,user1,Afternoon
2933,Yoga session,Personal,Normal,45,Monday,7:30,8:15,user1,Morning
300,Research a topic,Education,Important,30,Monday,15:30,16:00,user1,Afternoon
1666,Watch TV,Personal,Normal,60,Monday,20:00,21:00,user1,Evening
854,Make bed,Personal,Normal,10,Sunday,6:25,6:35,user1,Morning
3,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1,Morning
2438,Weekly team briefing,Work,Important,60,Wednesday,10:30,11:30,user1,Morning
1252,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1,Morning
2644,Design a presentation,Work,Very Important,30,Thursday,13:00,13:30,user1,Afternoon
1206,Hang out with friends,Personal,Normal,120,Saturday,18:00,20:00,user1,Evening
1143,Practice yoga,Personal,Normal,30,Saturday,6:00,6:30,user1,Morning
1720,Make a phone call,Personal,Normal,20,Saturday,15:00,15:20,user1,Afternoon
225,Play sports,Personal,Normal,60,Thursday,17:30,18:30,user1,Afternoon
F3ihBUfX4DkGMP3G6yeX,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2363,Do the laundry,Personal,Normal,60,Saturday,14:15,15:15,user1,Afternoon
2205,Mail documents,Personal,Very Important,60,Monday,12:30,13:30,user1,Afternoon
161,Check work emails,Work,Normal,20,Monday,14:00,14:20,user1,Afternoon
1271,Writing,Work,Less Important,70,Monday,18:00,19:10,user1,Evening
945,Hang out with friends,Personal,Normal,120,Wednesday,18:15,20:15,user1,Evening
2733,One-on-one with supervisor,Work,Important,30,Thursday,15:45,16:15,user1,Afternoon
2724,Swimming,Personal,Normal,30,Sunday,7:00,7:30,user1,Morning
1129,Clean the kitchen,Personal,Normal,30,Monday,20:45,21:15,user1,Evening
1627,Attend a yoga retreat,Personal,Important,120,Friday,8:00,10:00,user1,Morning
403,Prepare slides for a presentation,Work,Important,90,Tuesday,9:00,10:30,user1,Morning
2621,Respond to work emails,Work,Very Important,60,Wednesday,16:30,17:30,user1,Afternoon
2398,Listen to music,Personal,Less Important,45,Sunday,21:15,22:00,user1,Evening
2180,Play games,Personal,Less Important,60,Thursday,20:15,21:15,user1,Evening
661,Grocery Shopping,Personal,Very Important,15,Friday,22:00,22:15,user1,Evening
2613,Buy stationery,Personal,Very Important,60,Saturday,13:45,14:45,user1,Afternoon
1331,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1,Morning
2804,Plan weekend gathering,Personal,Less Important,60,Monday,17:15,18:15,user1,Afternoon
3236,Play games,Personal,Less Important,45,Friday,18:15,19:00,user1,Evening
2352,One-on-one with supervisor,Work,Important,60,Wednesday,11:15,12:15,user1,Morning
342,Exercise,Personal,Less Important,45,Sunday,6:45,7:30,user1,Morning
2825,Read comics,Personal,Less Important,45,Tuesday,18:15,19:00,user1,Evening
1020,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1,Afternoon
736,Update LinkedIn profile,Work,Important,45,Sunday,12:00,12:45,user1,Afternoon
3037,Weekly team briefing,Work,Important,30,Sunday,9:00,9:30,user1,Morning
1220,Listen to podcast,Personal,Normal,30,Saturday,20:30,21:00,user1,Evening
191,Organize the wardrobe,Personal,Normal,30,Wednesday,17:30,18:00,user1,Afternoon
2203,Cross-department alignment,Work,Important,30,Sunday,13:15,13:45,user1,Afternoon
720,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1,Afternoon
500,Drink coffee,Personal,Normal,15,Tuesday,7:30,7:45,user1,Morning
1798,Take a coffee break,Personal,Normal,10,Monday,10:30,10:40,user1,Morning
3064,Evening walk,Personal,Normal,45,Monday,17:30,18:15,user1,Afternoon
1777,Pick up mail,Personal,Less Important,10,Monday,17:00,17:10,user1,Afternoon
746,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1,Evening
1891,Write report,Work,Very Important,60,Monday,11:00,12:00,user1,Morning
550,Learn a new skill,Education,Important,60,Sunday,16:30,17:30,user1,Afternoon
1405,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1,Morning
859,Make lunch,Personal,Normal,30,Sunday,12:00,12:30,user1,Afternoon
2611,Write a summary of today's learnings,Education,Very Important,45,Sunday,10:45,11:30,user1,Morning
457,Take a short walk,Personal,Less Important,10,Monday,12:00,12:10,user1,Afternoon
1568,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1,Morning
808,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1,Evening
1360,Call a friend,Personal,Normal,20,Monday,13:30,13:50,user1,Afternoon
685,Reading,Personal,Very Important,104,Monday,15:00,16:44,user1,Afternoon
1467,Take a nap,Personal,Less Important,20,Monday,13:00,13:20,user1,Afternoon
3153,Buy stationery,Personal,Very Important,60,Saturday,15:30,16:30,user1,Afternoon
869,Talk to family,Personal,Normal,20,Wednesday,17:30,17:50,user1,Afternoon
1978,Organize closet,Personal,Normal,30,Tuesday,14:45,15:15,user1,Afternoon
211,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1,Afternoon
1920,Watch online tutorial,Education,Important,45,Monday,12:45,13:30,user1,Afternoon
1412,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1,Afternoon
1475,Meditate,Personal,Normal,15,Saturday,6:40,6:55,user1,Morning
1663,Cook dinner,Personal,Normal,45,Monday,18:00,18:45,user1,Evening
1007,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1,Afternoon
1290,Coding Session,Personal,Normal,16,Saturday,16:00,16:16,user1,Afternoon
3071,One-on-one with supervisor,Work,Important,60,Tuesday,15:45,16:45,user1,Afternoon
1712,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1,Afternoon
2985,Take online quiz,Education,Very Important,30,Sunday,15:00,15:30,user1,Afternoon
425,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1,Morning
1753,Stretch,Personal,Normal,10,Sunday,6:15,6:25,user1,Morning
3132,Team meeting,Work,Important,30,Friday,14:30,15:00,user1,Afternoon
1177,Pick up mail,Personal,Less Important,10,Monday,17:00,17:10,user1,Afternoon
2417,Respond to work emails,Work,Very Important,60,Thursday,9:00,10:00,user1,Morning
2131,Read comics,Personal,Less Important,60,Friday,21:00,22:00,user1,Evening
1943,Clean the kitchen,Personal,Normal,60,Sunday,10:45,11:45,user1,Morning
1713,Watch a movie,Personal,Normal,120,Thursday,20:00,22:00,user1,Evening
1897,Vacuum the floor,Personal,Normal,45,Saturday,15:45,16:30,user1,Afternoon
2861,Make a scrapbook,Personal,Normal,60,Wednesday,14:00,15:00,user1,Afternoon
2390,Take notes from an eBook,Education,Important,45,Saturday,20:30,21:15,user1,Evening
175,Respond to customer queries,Work,Normal,30,Monday,11:00,11:30,user1,Morning
448,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
701,Volunteer at a shelter,Personal,Important,120,Sunday,10:00,12:00,user1,Morning
2687,Hang out at a cafe,Personal,Less Important,45,Sunday,17:00,17:45,user1,Afternoon
2696,Read research paper,Education,Important,60,Friday,21:00,22:00,user1,Evening
556,Brush teeth,Personal,Normal,5,Saturday,6:50,6:55,user1,Morning
2141,Take notes from an eBook,Education,Important,60,Wednesday,12:00,13:00,user1,Afternoon
2485,Dust shelves,Personal,Normal,45,Monday,13:15,14:00,user1,Afternoon
2340,Watch online tutorial,Education,Important,45,Friday,13:45,14:30,user1,Afternoon
584,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1,Evening
431,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1,Morning
1519,Clean the house,Personal,Normal,60,Friday,9:00,10:00,user1,Morning
269,Talk to family,Personal,Normal,20,Wednesday,17:30,17:50,user1,Afternoon
2435,Sketch a design,Personal,Normal,60,Saturday,17:45,18:45,user1,Afternoon
2560,Update project status,Work,Very Important,60,Sunday,9:00,10:00,user1,Morning
2389,Summarize a chapter,Education,Very Important,30,Saturday,10:00,10:30,user1,Morning
787,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1,Afternoon
3081,Solve math problems,Education,Very Important,45,Wednesday,14:15,15:00,user1,Afternoon
234,Do crafts,Personal,Less Important,60,Sunday,16:30,17:30,user1,Afternoon
893,Read a magazine,Personal,Less Important,20,Saturday,15:00,15:20,user1,Afternoon
2299,Test new software features,Work,Very Important,60,Friday,15:30,16:30,user1,Afternoon
875,Meditate,Personal,Normal,15,Saturday,6:40,6:55,user1,Morning
2736,Yoga session,Personal,Normal,30,Thursday,7:45,8:15,user1,Morning
Ggb5JxRpenleZqNXnYyr,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2822,Water the plants,Personal,Normal,30,Friday,9:45,10:15,user1,Morning
682,Meeting,Work,Less Important,86,Friday,4:00,5:26,user1,Evening
391,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1,Morning
2722,Dinner with friends,Personal,Less Important,60,Sunday,21:30,22:30,user1,Evening
501,Browse social media,Personal,Less Important,15,Tuesday,7:45,8:00,user1,Morning
1995,Do the laundry,Personal,Normal,30,Wednesday,15:15,15:45,user1,Afternoon
659,Coding Session,Personal,Normal,68,Wednesday,7:00,8:08,user1,Morning
1626,Plan a team outing,Work,Important,60,Thursday,17:00,18:00,user1,Afternoon
2888,Hang out at a cafe,Personal,Less Important,60,Tuesday,17:15,18:15,user1,Afternoon
925,Hang out with friends,Personal,Normal,120,Thursday,18:15,20:15,user1,Evening
1652,Check social media,Personal,Normal,15,Monday,8:15,8:30,user1,Morning
2297,Stretching session,Personal,Normal,45,Thursday,6:30,7:15,user1,Morning
2579,Review lecture notes,Education,Very Important,45,Monday,17:30,18:15,user1,Afternoon
2945,Code review session,Work,Very Important,45,Monday,14:45,15:30,user1,Afternoon
532,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1,Afternoon
232,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1,Afternoon
851,Watch a livestream,Personal,Less Important,60,Monday,19:00,20:00,user1,Evening
H38sLniBI1L80IRuFEKq,exercise,Personal,Less Important,45,Friday,7:00,7:45,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
1755,Water plants,Personal,Normal,15,Saturday,6:35,6:50,user1,Morning
2581,Yoga session,Personal,Normal,30,Thursday,6:30,7:00,user1,Morning
1005,Take a long walk,Personal,Less Important,45,Thursday,7:30,8:15,user1,Morning
2756,Review lecture notes,Education,Very Important,60,Thursday,15:00,16:00,user1,Afternoon
2323,Attend webinar,Education,Important,60,Friday,10:30,11:30,user1,Morning
1934,Take online quiz,Education,Very Important,30,Saturday,13:30,14:00,user1,Afternoon
202,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1,Morning
2569,Read research paper,Education,Important,60,Thursday,10:00,11:00,user1,Morning
1145,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1,Evening
1583,Yoga,Personal,Important,112,Saturday,21:00,22:52,user1,Evening
1140,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1,Morning
3242,Strategy discussion,Work,Important,45,Monday,12:15,13:00,user1,Afternoon
1965,Listen to music,Personal,Less Important,30,Tuesday,19:00,19:30,user1,Evening
1012,Water the garden,Personal,Less Important,30,Thursday,8:00,8:30,user1,Morning
HOH7U5lrpkht9VkoTcJl,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
1073,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1,Morning
HPGO8MOQvAJVD30lBeVJ,cooking,Personal,Normal,60,Monday,12:15,13:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
2978,Buy stationery,Personal,Very Important,60,Sunday,14:00,15:00,user1,Afternoon
333,Learn English,Education,Important,60,Friday,15:15,16:15,user1,Afternoon
1869,Vacuum the floor,Personal,Normal,45,Monday,15:00,15:45,user1,Afternoon
2133,Evening gym workout,Personal,Normal,60,Saturday,19:30,20:30,user1,Evening
1317,Donate old clothes,Personal,Normal,60,Tuesday,16:00,17:00,user1,Afternoon
2547,Evening gym workout,Personal,Normal,30,Monday,17:45,18:15,user1,Afternoon
3228,Swimming,Personal,Normal,30,Wednesday,7:45,8:15,user1,Morning
2444,Join an online gaming session,Personal,Less Important,60,Thursday,19:00,20:00,user1,Evening
1553,Gardening,Personal,Normal,45,Wednesday,7:30,8:15,user1,Morning
2546,Complete a coding challenge,Education,Important,30,Sunday,14:15,14:45,user1,Afternoon
2800,Read research paper,Education,Important,30,Monday,20:00,20:30,user1,Evening
3097,Play guitar,Personal,Normal,60,Saturday,18:15,19:15,user1,Evening
2362,Product demo with client,Work,Important,30,Sunday,14:00,14:30,user1,Afternoon
2612,Buy stationery,Personal,Very Important,30,Monday,10:45,11:15,user1,Morning
3096,Jogging,Personal,Normal,60,Sunday,5:45,6:45,user1,Morning
906,Hang out with friends,Personal,Normal,120,Saturday,18:00,20:00,user1,Evening
2570,Read research paper,Education,Important,60,Saturday,17:45,18:45,user1,Afternoon
2119,Solve math problems,Education,Very Important,60,Saturday,15:45,16:45,user1,Afternoon
1952,Take notes from an eBook,Education,Important,30,Tuesday,18:15,18:45,user1,Evening
1231,Yoga practice,Personal,Normal,30,Wednesday,6:15,6:45,user1,Morning
699,Meeting,Work,Normal,95,Monday,23:00,0:35,user1,Evening
173,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1,Morning
2705,Clean the bathroom,Personal,Normal,30,Friday,15:45,16:15,user1,Afternoon
1488,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1,Afternoon
127,Attend a yoga retreat,Personal,Important,120,Friday,8:00,10:00,user1,Morning
2640,Reply to messages,Personal,Less Important,30,Wednesday,20:15,20:45,user1,Evening
3083,Mail documents,Personal,Very Important,30,Sunday,12:15,12:45,user1,Afternoon
I1v5dXjpycZ36bXCALKb,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
683,Yoga,Personal,Important,112,Saturday,21:00,22:52,user1,Evening
1065,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1,Evening
530,Tidy up the house,Personal,Normal,30,Monday,21:15,21:45,user1,Evening
3196,Attend webinar,Education,Important,30,Sunday,15:45,16:15,user1,Afternoon
1385,Read a book,Personal,Normal,30,Wednesday,7:15,7:45,user1,Morning
1319,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1,Evening
563,Walk to the bus stop,Personal,Normal,10,Thursday,7:30,7:40,user1,Morning
2167,Read research paper,Education,Important,30,Wednesday,11:15,11:45,user1,Morning
2282,Evening gym workout,Personal,Normal,60,Tuesday,18:30,19:30,user1,Evening
1264,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1,Morning
240,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1,Morning
377,Meeting,Personal,Important,67,Sunday,12:00,13:07,user1,Afternoon
1241,Go to the supermarket,Personal,Normal,30,Saturday,16:15,16:45,user1,Afternoon
1039,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1,Afternoon
1531,Yoga practice,Personal,Normal,30,Wednesday,6:15,6:45,user1,Morning
802,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1,Morning
1217,Write a diary,Personal,Normal,30,Wednesday,22:30,23:00,user1,Evening
2169,Read a book,Education,Very Important,60,Wednesday,11:00,12:00,user1,Morning
833,Post on a blog,Personal,Less Important,30,Sunday,14:30,15:00,user1,Afternoon
274,Check calendar,Work,Normal,10,Friday,8:15,8:25,user1,Morning
2064,Code review session,Work,Very Important,60,Tuesday,15:45,16:45,user1,Afternoon
2026,Visit the bank,Personal,Very Important,45,Monday,9:30,10:15,user1,Morning
2462,Read comics,Personal,Less Important,45,Tuesday,17:45,18:30,user1,Afternoon
2936,Wash dishes,Personal,Normal,30,Wednesday,18:45,19:15,user1,Evening
224,Sunbathe,Personal,Less Important,30,Wednesday,16:00,16:30,user1,Afternoon
2378,Swimming,Personal,Normal,30,Friday,6:00,6:30,user1,Morning
656,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1,Evening
3049,Yoga session,Personal,Normal,30,Tuesday,6:00,6:30,user1,Morning
2559,Write a blog post,Personal,Normal,30,Friday,16:15,16:45,user1,Afternoon
2453,Online course session,Education,Important,45,Sunday,12:15,13:00,user1,Afternoon
964,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1,Morning
1322,Sketch a design,Personal,Normal,90,Sunday,14:00,15:30,user1,Afternoon
974,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1,Evening
1335,Back up important data,Work,Important,30,Saturday,9:00,9:30,user1,Morning
208,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1,Evening
299,Take a deep breath,Personal,Normal,5,Tuesday,8:40,8:45,user1,Morning
2318,Attend a birthday party,Personal,Less Important,60,Tuesday,20:45,21:45,user1,Evening
2543,Code review session,Work,Very Important,60,Thursday,14:30,15:30,user1,Afternoon
1702,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1,Morning
473,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1,Morning
115,Watch a TED Talk,Education,Normal,30,Sunday,19:00,19:30,user1,Evening
2582,Weekly team briefing,Work,Important,30,Thursday,10:45,11:15,user1,Morning
100,Take an online quiz,Education,Normal,30,Monday,17:30,18:00,user1,Afternoon
IuJVtuXwoI52leqHha8t,listen podcast,Personal,Normal,30,Thursday,20:45,21:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
2981,Team meeting,Work,Important,60,Wednesday,11:00,12:00,user1,Morning
1119,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1,Evening
2399,Write a blog post,Personal,Normal,30,Monday,16:30,17:00,user1,Afternoon
2593,Summarize a chapter,Education,Very Important,60,Wednesday,11:15,12:15,user1,Morning
1733,Post on a blog,Personal,Less Important,30,Sunday,14:30,15:00,user1,Afternoon
1189,Meet new people,Social,Normal,60,Tuesday,15:00,16:00,user1,Afternoon
1966,Coffee with a friend,Personal,Less Important,30,Tuesday,14:45,15:15,user1,Afternoon
2656,Visit the bank,Personal,Very Important,45,Friday,11:45,12:30,user1,Morning
238,Visit family,Personal,Normal,120,Sunday,14:00,16:00,user1,Afternoon
3010,Design a presentation,Work,Very Important,45,Thursday,14:30,15:15,user1,Afternoon
2123,Summarize a chapter,Education,Very Important,60,Thursday,9:00,10:00,user1,Morning
1927,Visit the bank,Personal,Very Important,45,Saturday,10:45,11:30,user1,Morning
3148,Vacuum the floor,Personal,Normal,60,Wednesday,13:45,14:45,user1,Afternoon
2577,Read a book,Education,Very Important,60,Tuesday,10:15,11:15,user1,Morning
3094,Drop off donation,Personal,Very Important,30,Wednesday,15:15,15:45,user1,Afternoon
1176,Write to-do list,Work,Normal,10,Sunday,8:45,8:55,user1,Morning
402,Attend a seminar on technology trends,Education,Very Important,120,Monday,14:00,16:00,user1,Afternoon
1641,Play board games with family,Personal,Normal,90,Friday,19:30,21:00,user1,Evening
47,Plan for the new week,Work,Important,45,Friday,8:15,8:00,user1,Morning
JItBRT3jB7waW8o3xYxm,sinus,Personal,Very Important,0,Thursday,22:46,13:25,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
319,Clean the house,Personal,Normal,60,Friday,9:00,10:00,user1,Morning
2646,Design a presentation,Work,Very Important,30,Sunday,17:00,17:30,user1,Afternoon
2082,Wash dishes,Personal,Normal,45,Wednesday,13:15,14:00,user1,Afternoon
2556,Create flashcards for revision,Education,Very Important,30,Friday,10:45,11:15,user1,Morning
37,Prepare lecture,Work,Important,90,Tuesday,13:45,15:15,user1,Afternoon
2832,Write a poem,Personal,Normal,45,Sunday,12:30,13:15,user1,Afternoon
1670,Make a to-do list for the day,Personal,Normal,10,Saturday,7:20,7:30,user1,Morning
1653,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1,Morning
2096,Pick up package,Personal,Very Important,60,Thursday,16:00,17:00,user1,Afternoon
1284,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1,Afternoon
843,Practice yoga,Personal,Normal,30,Saturday,6:00,6:30,user1,Morning
1948,Update project status,Work,Very Important,45,Wednesday,14:30,15:15,user1,Afternoon
2816,Project sync-up,Work,Important,60,Friday,13:00,14:00,user1,Afternoon
1213,Check email,Work,Normal,15,Saturday,8:45,9:00,user1,Morning
71,Writing,Work,Less Important,70,Monday,18:00,19:10,user1,Evening
2088,Mail documents,Personal,Very Important,30,Sunday,11:15,11:45,user1,Morning
255,Water plants,Personal,Normal,15,Saturday,6:35,6:50,user1,Morning
653,Gardening,Personal,Normal,45,Wednesday,7:30,8:15,user1,Morning
1549,Cooking,Personal,Normal,60,Sunday,12:15,13:15,user1,Afternoon
2053,Update project status,Work,Very Important,45,Sunday,14:15,15:00,user1,Afternoon
3181,Chat with neighbors,Personal,Less Important,45,Thursday,17:00,17:45,user1,Afternoon
1932,Update project status,Work,Very Important,45,Saturday,9:45,10:30,user1,Morning
1045,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1,Morning
169,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1,Morning
337,Prepare lecture,Work,Important,90,Tuesday,13:45,15:15,user1,Afternoon
886,Organize photos,Personal,Less Important,30,Wednesday,14:00,14:30,user1,Afternoon
2955,Client discussion,Work,Important,45,Saturday,12:15,13:00,user1,Afternoon
2367,Listen to music,Personal,Less Important,30,Tuesday,19:30,20:00,user1,Evening
716,Learn new software,Education,Important,120,Monday,9:00,11:00,user1,Morning
1559,Coding Session,Personal,Normal,68,Wednesday,7:00,8:08,user1,Morning
779,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1,Afternoon
1289,Coding Session,Work,Important,15,Friday,18:00,18:15,user1,Evening
1684,Have a cup of tea,Personal,Normal,15,Wednesday,7:00,7:15,user1,Morning
1387,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1,Afternoon
929,Cooking,Personal,Normal,60,Monday,12:15,13:15,user1,Afternoon
2305,Paint a picture,Personal,Normal,45,Friday,14:45,15:30,user1,Afternoon
K9rCArB5T1n9v7jSnFQh,write report,Work,Important,90,Tuesday,10:45,12:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
927,Plan for the new week,Work,Important,45,Saturday,8:00,8:15,user1,Morning
369,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1,Morning
1357,Take a short walk,Personal,Less Important,10,Monday,12:00,12:10,user1,Afternoon
1748,Handle paperwork,Work,Normal,30,Friday,13:15,13:45,user1,Afternoon
2842,Drop off donation,Personal,Very Important,30,Friday,9:15,9:45,user1,Morning
