TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID
2033,Practice coding,Education,Important,30,Wednesday,21:45,22:15,user1
BcScv9W96s9EkeA9bNSM,meeting client,Work,Very Important,60,Monday,09:00,10:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2376,Prepare budget report,Work,More Important,45,Tuesday,14:30,15:15,user1
2182,Water the plants,Personal,Normal,60,Thursday,7:15,8:15,user1
2630,Call family,Personal,Less Important,30,Sunday,18:00,18:30,user1
3229,Play guitar,Personal,Normal,45,Monday,18:15,19:00,user1
3011,Evening walk,Personal,Normal,45,Saturday,17:30,18:15,user1
2772,Plan weekend gathering,Personal,Less Important,30,Tuesday,14:30,15:00,user1
1905,Read comics,Personal,Less Important,45,Wednesday,21:45,22:30,user1
1216,Work group meeting,Work,Very Important,60,Tuesday,11:00,12:00,user1
12,Yoga practice,Personal,Normal,30,Friday,6:00,6:30,user1
575,Meditate,Personal,Normal,15,Saturday,6:40,6:55,user1
481,Call family members,Personal,Normal,15,Tuesday,19:00,19:15,user1
1791,Plan a trip,Personal,Important,90,Thursday,14:00,15:30,user1
664,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1
2110,Join an online gaming session,Personal,Less Important,60,Sunday,21:45,22:45,user1
2420,Strategy discussion,Work,Important,60,Wednesday,11:00,12:00,user1
2525,Dinner with friends,Personal,Less Important,45,Saturday,21:15,22:00,user1
3271,Attend a birthday party,Personal,Less Important,45,Wednesday,18:15,19:00,user1
3160,Make a scrapbook,Personal,Normal,45,Tuesday,15:15,16:00,user1
128,Write a short story,Personal,Normal,90,Saturday,19:00,20:30,user1
2703,Paint a picture,Personal,Normal,60,Friday,13:00,14:00,user1
16,Work group meeting,Work,Very Important,60,Tuesday,11:00,12:00,user1
2530,Vacuum the floor,Personal,Normal,45,Tuesday,13:45,14:30,user1
2809,Clean the bathroom,Personal,Normal,60,Saturday,17:45,18:45,user1
2946,Clean the bathroom,Personal,Normal,60,Friday,14:00,15:00,user1
2231,Cycling,Personal,Normal,30,Tuesday,7:30,8:00,user1
CA7dS0hsJ6OEdpcawpcx,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1135,Repair things,Personal,Normal,60,Sunday,15:00,16:00,user1
1735,Repair things,Personal,Normal,60,Sunday,15:00,16:00,user1
45,Hang out with friends,Personal,Normal,120,Wednesday,18:15,20:15,user1
450,Take a shower,Personal,Normal,20,Monday,7:05,7:25,user1
1142,Attend a party,Social,Less Important,180,Saturday,18:30,21:30,user1
1548,Jogging,Personal,Less Important,30,Saturday,7:45,8:15,user1
2876,Summarize a chapter,Education,More Important,60,Wednesday,16:45,17:45,user1
2483,Summarize a chapter,Education,More Important,45,Thursday,15:45,16:30,user1
2162,Practice a new language,Education,Important,45,Thursday,19:45,20:30,user1
1438,Visit family,Personal,Normal,120,Sunday,14:00,16:00,user1
1991,Evening gym workout,Personal,Normal,30,Saturday,18:45,19:15,user1
2941,Pick up package,Personal,More Important,30,Friday,15:45,16:15,user1
352,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1
489,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1
181,Call family members,Personal,Normal,15,Tuesday,19:00,19:15,user1
3125,Solve math problems,Education,More Important,30,Monday,17:45,18:15,user1
969,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1
1058,Have lunch,Personal,Normal,45,Monday,12:15,13:00,user1
2864,Design a presentation,Work,More Important,45,Sunday,12:15,13:00,user1
108,Host a movie night,Personal,Normal,150,Sunday,20:00,22:30,user1
831,Go to bed early,Personal,Very Important,60,Sunday,23:30,24:30:00,user1
1986,Coffee with a friend,Personal,Less Important,30,Friday,14:15,14:45,user1
1926,Evening walk,Personal,Normal,60,Tuesday,19:15,20:15,user1
2610,Product demo with client,Work,Important,30,Wednesday,10:15,10:45,user1
2780,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1
1598,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1
2845,Paint a picture,Personal,Normal,60,Tuesday,14:30,15:30,user1
3142,Cross-department alignment,Work,Important,60,Tuesday,11:45,12:45,user1
1642,Walk a pet,Personal,Normal,30,Saturday,8:00,8:30,user1
220,Make a phone call,Personal,Normal,20,Saturday,15:00,15:20,user1
285,Set alarms,Personal,Normal,5,Tuesday,22:30,22:35,user1
2967,Evening gym workout,Personal,Normal,45,Friday,18:30,19:15,user1
952,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1
1810,Dinner with friends,Personal,Less Important,60,Thursday,18:45,19:45,user1
147,Organize email inbox,Work,Normal,30,Thursday,9:00,9:30,user1
2290,Explore new tools,Education,Important,30,Friday,17:45,18:15,user1
2461,Get a haircut,Personal,More Important,60,Sunday,11:30,12:30,user1
70,Grocery Shopping,Personal,Important,35,Sunday,21:00,21:35,user1
853,Stretch,Personal,Normal,10,Sunday,6:15,6:25,user1
2912,Watch a movie,Personal,Less Important,45,Wednesday,19:15,20:00,user1
Cs3gSl7t6Mut2naSeyZc,visit library,Education,Normal,60,Thursday,15:15,16:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2001,Create flashcards for revision,Education,More Important,60,Friday,17:45,18:45,user1
CstmW2dkdr7EBeSg2x1F,read book,Personal,Normal,45,Wednesday,14:25,15:10,AcggWN6cpMNmEhlgSKPVUc1Ylq32
96,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1
460,Call a friend,Personal,Normal,20,Monday,13:30,13:50,user1
1287,Writing,Work,Important,18,Wednesday,9:00,9:18,user1
2056,Plan weekend gathering,Personal,Less Important,45,Wednesday,16:45,17:30,user1
CxfIIZLZ5dWtRU64HgtP,watch movie,Personal,Less Important,120,Monday,21:00,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2622,Design a presentation,Work,More Important,45,Monday,11:30,12:15,user1
2995,Play guitar,Personal,Normal,30,Saturday,17:45,18:15,user1
2818,Respond to work emails,Work,More Important,30,Monday,13:15,13:45,user1
1507,Teamwork,Work,Very Important,120,Sunday,14:00,16:00,user1
366,Writing,Personal,Very Important,21,Wednesday,2:00,2:21,user1
2507,Join an online gaming session,Personal,Less Important,60,Saturday,18:45,19:45,user1
117,Donate old clothes,Personal,Normal,60,Tuesday,16:00,17:00,user1
1332,Review monthly budget,Personal,Important,45,Wednesday,19:30,20:15,user1
2607,Visit the bank,Personal,More Important,45,Saturday,13:45,14:30,user1
2339,Stretching session,Personal,Normal,30,Friday,6:45,7:15,user1
2775,Watch a movie,Personal,Less Important,60,Sunday,20:30,21:30,user1
91,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1
803,Read the news,Personal,Normal,20,Wednesday,8:15,8:35,user1
2587,Evening walk,Personal,Normal,45,Saturday,17:15,18:00,user1
2971,Team meeting,Work,Important,45,Thursday,14:30,15:15,user1
2972,Evening walk,Personal,Normal,30,Sunday,19:00,19:30,user1
1156,Brush teeth,Personal,Normal,5,Saturday,6:50,6:55,user1
533,Post on a blog,Personal,Less Important,30,Sunday,14:30,15:00,user1
837,Compose music,Personal,Normal,60,Sunday,15:30,16:30,user1
463,Cook dinner,Personal,Normal,45,Monday,18:00,18:45,user1
DHkSJ1SZ6fZ66aT8iueO,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
415,Watch a TED Talk,Education,Normal,30,Sunday,19:00,19:30,user1
2742,Design a presentation,Work,More Important,30,Sunday,15:45,16:15,user1
2532,Read research paper,Education,Important,45,Sunday,19:30,20:15,user1
3185,Watch online tutorial,Education,Important,45,Monday,11:15,12:00,user1
3087,Read a book,Education,More Important,45,Monday,8:30,9:15,user1
1372,Drop kids off at school,Personal,Normal,30,Tuesday,8:00,8:30,user1
3050,Prepare budget report,Work,More Important,60,Friday,14:30,15:30,user1
1800,Research a topic,Education,Important,30,Monday,15:30,16:00,user1
3281,Practice coding,Education,Important,45,Thursday,19:45,20:30,user1
406,Create a new recipe,Personal,Normal,90,Friday,18:00,19:30,user1
3261,Attend a birthday party,Personal,Less Important,45,Monday,21:00,21:45,user1
1504,Write report,Work,Important,90,Thursday,10:30,12:00,user1
1094,Take a hot bath,Personal,Normal,30,Wednesday,20:00,20:30,user1
2406,Plan weekend gathering,Personal,Less Important,30,Wednesday,16:00,16:30,user1
2428,Wash dishes,Personal,Normal,30,Wednesday,15:30,16:00,user1
1000,Take an online quiz,Education,Normal,30,Monday,17:30,18:00,user1
2739,Clean the bathroom,Personal,Normal,45,Saturday,11:30,12:15,user1
3226,Write a summary of today's learnings,Education,More Important,45,Thursday,9:15,10:00,user1
3121,Do the laundry,Personal,Normal,45,Tuesday,13:00,13:45,user1
1279,Meeting,Work,Normal,102,Tuesday,11:00,12:42,user1
2165,Read comics,Personal,Less Important,60,Saturday,20:30,21:30,user1
2278,Yoga session,Personal,Normal,45,Wednesday,6:45,7:30,user1
2385,Jogging,Personal,Normal,30,Saturday,5:45,6:15,user1
408,Host a movie night,Personal,Normal,150,Sunday,20:00,22:30,user1
346,Teamwork,Work,Very Important,120,Thursday,14:15,16:15,user1
273,Make smoothie,Personal,Less Important,10,Thursday,8:00,8:10,user1
2257,Watch a stand-up comedy,Personal,Less Important,60,Saturday,20:00,21:00,user1
3198,Code review session,Work,More Important,30,Sunday,14:30,15:00,user1
82,Meeting,Work,Less Important,86,Friday,4:00,5:26,user1
986,Coding Session,Work,Very Important,116,Tuesday,9:00,10:56,user1
1782,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1
2465,Review lecture notes,Education,More Important,45,Wednesday,12:15,13:00,user1
734,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1
2627,Write a blog post,Personal,Normal,30,Thursday,13:00,13:30,user1
1833,Clean the bathroom,Personal,Normal,45,Tuesday,12:30,13:15,user1
769,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1
1845,Product demo with client,Work,Important,60,Saturday,12:30,13:30,user1
32,Check email,Work,Normal,15,Thursday,8:00,9:15,user1
35,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1
2328,Watch a movie,Personal,Less Important,45,Saturday,21:15,22:00,user1
1056,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1
1860,Play guitar,Personal,Normal,60,Wednesday,19:00,20:00,user1
407,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1
888,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1
125,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1
2510,Water the plants,Personal,Normal,60,Saturday,7:30,8:30,user1
1234,Watch a movie,Personal,Less Important,120,Saturday,21:15,23:15,user1
2544,Coffee with a friend,Personal,Less Important,30,Tuesday,15:30,16:00,user1
3057,Watch a stand-up comedy,Personal,Less Important,60,Monday,19:15,20:15,user1
2716,Buy stationery,Personal,More Important,45,Wednesday,11:00,11:45,user1
1249,Cooking,Personal,Normal,60,Sunday,12:15,13:15,user1
980,Meeting,Work,Normal,95,Wednesday,16:00,17:35,user1
168,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1
172,Drop kids off at school,Personal,Normal,30,Tuesday,8:00,8:30,user1
EOkxKO02uDozh7Ckhsbr,learn english,Education,Important,60,Friday,15:15,16:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1633,Visit a museum,Personal,Normal,120,Thursday,10:00,12:00,user1
2959,Vacuum the floor,Personal,Normal,45,Sunday,17:30,18:15,user1
1168,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1
549,Shop online,Personal,Normal,60,Saturday,12:00,13:00,user1
597,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1
472,Drop kids off at school,Personal,Normal,30,Tuesday,8:00,8:30,user1
3138,Visit the bank,Personal,More Important,60,Monday,9:45,10:45,user1
1668,Meditate,Personal,Less Important,10,Monday,21:40,21:50,user1
288,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1
2253,Watch a movie,Personal,Less Important,60,Monday,20:30,21:30,user1
2680,Dinner with friends,Personal,Less Important,60,Thursday,18:15,19:15,user1
36,Write a diary,Personal,Normal,30,Monday,22:45,23:15,user1
2760,Practice a new language,Education,Important,60,Friday,8:45,9:45,user1
1008,Host a movie night,Personal,Normal,150,Sunday,20:00,22:30,user1
704,Virtual networking event,Work,Normal,90,Wednesday,19:00,20:30,user1
3022,Drop off donation,Personal,More Important,60,Wednesday,12:15,13:15,user1
1089,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1
1473,Make smoothie,Personal,Less Important,10,Thursday,8:00,8:10,user1
600,Research a topic,Education,Important,30,Monday,15:30,16:00,user1
1187,Take a power nap,Personal,Less Important,20,Thursday,14:00,14:20,user1
2493,Watch a movie,Personal,Less Important,60,Sunday,20:00,21:00,user1
1551,Meditation,Personal,Normal,20,Monday,6:00,6:20,user1
1859,Play games,Personal,Less Important,60,Saturday,17:45,18:45,user1
2933,Yoga session,Personal,Normal,45,Monday,7:30,8:15,user1
300,Research a topic,Education,Important,30,Monday,15:30,16:00,user1
1666,Watch TV,Personal,Normal,60,Monday,20:00,21:00,user1
854,Make bed,Personal,Normal,10,Sunday,6:25,6:35,user1
3,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1
2438,Weekly team briefing,Work,Important,60,Wednesday,10:30,11:30,user1
1252,Team brainstorming session,Work,Very Important,90,Tuesday,10:00,11:30,user1
2644,Design a presentation,Work,More Important,30,Thursday,13:00,13:30,user1
1206,Hang out with friends,Personal,Normal,120,Saturday,18:00,20:00,user1
1143,Practice yoga,Personal,Normal,30,Saturday,6:00,6:30,user1
1720,Make a phone call,Personal,Normal,20,Saturday,15:00,15:20,user1
225,Play sports,Personal,Normal,60,Thursday,17:30,18:30,user1
F3ihBUfX4DkGMP3G6yeX,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2363,Do the laundry,Personal,Normal,60,Saturday,14:15,15:15,user1
2205,Mail documents,Personal,More Important,60,Monday,12:30,13:30,user1
161,Check work emails,Work,Normal,20,Monday,14:00,14:20,user1
1271,Writing,Work,Less Important,70,Monday,18:00,19:10,user1
945,Hang out with friends,Personal,Normal,120,Wednesday,18:15,20:15,user1
2733,One-on-one with supervisor,Work,Important,30,Thursday,15:45,16:15,user1
2724,Swimming,Personal,Normal,30,Sunday,7:00,7:30,user1
1129,Clean the kitchen,Personal,Normal,30,Monday,20:45,21:15,user1
1627,Attend a yoga retreat,Personal,Important,120,Friday,8:00,10:00,user1
403,Prepare slides for a presentation,Work,Important,90,Tuesday,9:00,10:30,user1
2621,Respond to work emails,Work,More Important,60,Wednesday,16:30,17:30,user1
2398,Listen to music,Personal,Less Important,45,Sunday,21:15,22:00,user1
2180,Play games,Personal,Less Important,60,Thursday,20:15,21:15,user1
661,Grocery Shopping,Personal,Very Important,15,Friday,22:00,22:15,user1
2613,Buy stationery,Personal,More Important,60,Saturday,13:45,14:45,user1
1331,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1
2804,Plan weekend gathering,Personal,Less Important,60,Monday,17:15,18:15,user1
3236,Play games,Personal,Less Important,45,Friday,18:15,19:00,user1
2352,One-on-one with supervisor,Work,Important,60,Wednesday,11:15,12:15,user1
342,Exercise,Personal,Less Important,45,Sunday,6:45,7:30,user1
2825,Read comics,Personal,Less Important,45,Tuesday,18:15,19:00,user1
1020,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1
736,Update LinkedIn profile,Work,Important,45,Sunday,12:00,12:45,user1
3037,Weekly team briefing,Work,Important,30,Sunday,9:00,9:30,user1
1220,Listen to podcast,Personal,Normal,30,Saturday,20:30,21:00,user1
191,Organize the wardrobe,Personal,Normal,30,Wednesday,17:30,18:00,user1
2203,Cross-department alignment,Work,Important,30,Sunday,13:15,13:45,user1
720,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1
500,Drink coffee,Personal,Normal,15,Tuesday,7:30,7:45,user1
1798,Take a coffee break,Personal,Normal,10,Monday,10:30,10:40,user1
3064,Evening walk,Personal,Normal,45,Monday,17:30,18:15,user1
1777,Pick up mail,Personal,Less Important,10,Monday,17:00,17:10,user1
746,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1
1891,Write report,Work,More Important,60,Monday,11:00,12:00,user1
550,Learn a new skill,Education,Important,60,Sunday,16:30,17:30,user1
1405,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1
859,Make lunch,Personal,Normal,30,Sunday,12:00,12:30,user1
2611,Write a summary of today's learnings,Education,More Important,45,Sunday,10:45,11:30,user1
457,Take a short walk,Personal,Less Important,10,Monday,12:00,12:10,user1
1568,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1
808,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1
1360,Call a friend,Personal,Normal,20,Monday,13:30,13:50,user1
685,Reading,Personal,Very Important,104,Monday,15:00,16:44,user1
1467,Take a nap,Personal,Less Important,20,Monday,13:00,13:20,user1
3153,Buy stationery,Personal,More Important,60,Saturday,15:30,16:30,user1
869,Talk to family,Personal,Normal,20,Wednesday,17:30,17:50,user1
1978,Organize closet,Personal,Normal,30,Tuesday,14:45,15:15,user1
211,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1
1920,Watch online tutorial,Education,Important,45,Monday,12:45,13:30,user1
1412,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1
1475,Meditate,Personal,Normal,15,Saturday,6:40,6:55,user1
1663,Cook dinner,Personal,Normal,45,Monday,18:00,18:45,user1
1007,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1
1290,Coding Session,Personal,Normal,16,Saturday,16:00,16:16,user1
3071,One-on-one with supervisor,Work,Important,60,Tuesday,15:45,16:45,user1
1712,Take a shower,Personal,Normal,20,Wednesday,13:30,13:50,user1
2985,Take online quiz,Education,More Important,30,Sunday,15:00,15:30,user1
425,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1
1753,Stretch,Personal,Normal,10,Sunday,6:15,6:25,user1
3132,Team meeting,Work,Important,30,Friday,14:30,15:00,user1
1177,Pick up mail,Personal,Less Important,10,Monday,17:00,17:10,user1
2417,Respond to work emails,Work,More Important,60,Thursday,9:00,10:00,user1
2131,Read comics,Personal,Less Important,60,Friday,21:00,22:00,user1
1943,Clean the kitchen,Personal,Normal,60,Sunday,10:45,11:45,user1
1713,Watch a movie,Personal,Normal,120,Thursday,20:00,22:00,user1
1897,Vacuum the floor,Personal,Normal,45,Saturday,15:45,16:30,user1
2861,Make a scrapbook,Personal,Normal,60,Wednesday,14:00,15:00,user1
2390,Take notes from an eBook,Education,Important,45,Saturday,20:30,21:15,user1
175,Respond to customer queries,Work,Normal,30,Monday,11:00,11:30,user1
448,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1
701,Volunteer at a shelter,Personal,Important,120,Sunday,10:00,12:00,user1
2687,Hang out at a cafe,Personal,Less Important,45,Sunday,17:00,17:45,user1
2696,Read research paper,Education,Important,60,Friday,21:00,22:00,user1
556,Brush teeth,Personal,Normal,5,Saturday,6:50,6:55,user1
2141,Take notes from an eBook,Education,Important,60,Wednesday,12:00,13:00,user1
2485,Dust shelves,Personal,Normal,45,Monday,13:15,14:00,user1
2340,Watch online tutorial,Education,Important,45,Friday,13:45,14:30,user1
584,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1
431,Morning stretch,Personal,Less Important,15,Tuesday,6:30,6:45,user1
1519,Clean the house,Personal,Normal,60,Friday,9:00,10:00,user1
269,Talk to family,Personal,Normal,20,Wednesday,17:30,17:50,user1
2435,Sketch a design,Personal,Normal,60,Saturday,17:45,18:45,user1
2560,Update project status,Work,More Important,60,Sunday,9:00,10:00,user1
2389,Summarize a chapter,Education,More Important,30,Saturday,10:00,10:30,user1
787,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1
3081,Solve math problems,Education,More Important,45,Wednesday,14:15,15:00,user1
234,Do crafts,Personal,Less Important,60,Sunday,16:30,17:30,user1
893,Read a magazine,Personal,Less Important,20,Saturday,15:00,15:20,user1
2299,Test new software features,Work,More Important,60,Friday,15:30,16:30,user1
875,Meditate,Personal,Normal,15,Saturday,6:40,6:55,user1
2736,Yoga session,Personal,Normal,30,Thursday,7:45,8:15,user1
Ggb5JxRpenleZqNXnYyr,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2822,Water the plants,Personal,Normal,30,Friday,9:45,10:15,user1
682,Meeting,Work,Less Important,86,Friday,4:00,5:26,user1
391,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1
2722,Dinner with friends,Personal,Less Important,60,Sunday,21:30,22:30,user1
501,Browse social media,Personal,Less Important,15,Tuesday,7:45,8:00,user1
1995,Do the laundry,Personal,Normal,30,Wednesday,15:15,15:45,user1
659,Coding Session,Personal,Normal,68,Wednesday,7:00,8:08,user1
1626,Plan a team outing,Work,Important,60,Thursday,17:00,18:00,user1
2888,Hang out at a cafe,Personal,Less Important,60,Tuesday,17:15,18:15,user1
925,Hang out with friends,Personal,Normal,120,Thursday,18:15,20:15,user1
1652,Check social media,Personal,Normal,15,Monday,8:15,8:30,user1
2297,Stretching session,Personal,Normal,45,Thursday,6:30,7:15,user1
2579,Review lecture notes,Education,More Important,45,Monday,17:30,18:15,user1
2945,Code review session,Work,More Important,45,Monday,14:45,15:30,user1
532,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1
232,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1
851,Watch a livestream,Personal,Less Important,60,Monday,19:00,20:00,user1
H38sLniBI1L80IRuFEKq,exercise,Personal,Less Important,45,Friday,07:00,07:45,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1755,Water plants,Personal,Normal,15,Saturday,6:35,6:50,user1
2581,Yoga session,Personal,Normal,30,Thursday,6:30,7:00,user1
1005,Take a long walk,Personal,Less Important,45,Thursday,7:30,8:15,user1
2756,Review lecture notes,Education,More Important,60,Thursday,15:00,16:00,user1
2323,Attend webinar,Education,Important,60,Friday,10:30,11:30,user1
1934,Take online quiz,Education,More Important,30,Saturday,13:30,14:00,user1
202,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1
2569,Read research paper,Education,Important,60,Thursday,10:00,11:00,user1
1145,Do homework,Education,Important,60,Wednesday,18:00,19:00,user1
1583,Yoga,Personal,Important,112,Saturday,21:00,22:52,user1
1140,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1
3242,Strategy discussion,Work,Important,45,Monday,12:15,13:00,user1
1965,Listen to music,Personal,Less Important,30,Tuesday,19:00,19:30,user1
1012,Water the garden,Personal,Less Important,30,Thursday,8:00,8:30,user1
HOH7U5lrpkht9VkoTcJl,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1073,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1
HPGO8MOQvAJVD30lBeVJ,cooking,Personal,Normal,60,Monday,12:15,13:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2978,Buy stationery,Personal,More Important,60,Sunday,14:00,15:00,user1
333,Learn English,Education,Important,60,Friday,15:15,16:15,user1
1869,Vacuum the floor,Personal,Normal,45,Monday,15:00,15:45,user1
2133,Evening gym workout,Personal,Normal,60,Saturday,19:30,20:30,user1
1317,Donate old clothes,Personal,Normal,60,Tuesday,16:00,17:00,user1
2547,Evening gym workout,Personal,Normal,30,Monday,17:45,18:15,user1
3228,Swimming,Personal,Normal,30,Wednesday,7:45,8:15,user1
2444,Join an online gaming session,Personal,Less Important,60,Thursday,19:00,20:00,user1
1553,Gardening,Personal,Normal,45,Wednesday,7:30,8:15,user1
2546,Complete a coding challenge,Education,Important,30,Sunday,14:15,14:45,user1
2800,Read research paper,Education,Important,30,Monday,20:00,20:30,user1
3097,Play guitar,Personal,Normal,60,Saturday,18:15,19:15,user1
2362,Product demo with client,Work,Important,30,Sunday,14:00,14:30,user1
2612,Buy stationery,Personal,More Important,30,Monday,10:45,11:15,user1
3096,Jogging,Personal,Normal,60,Sunday,5:45,6:45,user1
906,Hang out with friends,Personal,Normal,120,Saturday,18:00,20:00,user1
2570,Read research paper,Education,Important,60,Saturday,17:45,18:45,user1
2119,Solve math problems,Education,More Important,60,Saturday,15:45,16:45,user1
1952,Take notes from an eBook,Education,Important,30,Tuesday,18:15,18:45,user1
1231,Yoga practice,Personal,Normal,30,Wednesday,6:15,6:45,user1
699,Meeting,Work,Normal,95,Monday,23:00,0:35,user1
173,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1
2705,Clean the bathroom,Personal,Normal,30,Friday,15:45,16:15,user1
1488,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1
127,Attend a yoga retreat,Personal,Important,120,Friday,8:00,10:00,user1
2640,Reply to messages,Personal,Less Important,30,Wednesday,20:15,20:45,user1
3083,Mail documents,Personal,More Important,30,Sunday,12:15,12:45,user1
I1v5dXjpycZ36bXCALKb,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
683,Yoga,Personal,Important,112,Saturday,21:00,22:52,user1
1065,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1
530,Tidy up the house,Personal,Normal,30,Monday,21:15,21:45,user1
3196,Attend webinar,Education,Important,30,Sunday,15:45,16:15,user1
1385,Read a book,Personal,Normal,30,Wednesday,7:15,7:45,user1
1319,Online fitness class,Personal,Less Important,45,Thursday,18:30,19:15,user1
563,Walk to the bus stop,Personal,Normal,10,Thursday,7:30,7:40,user1
2167,Read research paper,Education,Important,30,Wednesday,11:15,11:45,user1
2282,Evening gym workout,Personal,Normal,60,Tuesday,18:30,19:30,user1
1264,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1
240,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1
377,Meeting,Personal,Important,67,Sunday,12:00,13:07,user1
1241,Go to the supermarket,Personal,Normal,30,Saturday,16:15,16:45,user1
1039,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1
1531,Yoga practice,Personal,Normal,30,Wednesday,6:15,6:45,user1
802,Check emails,Work,Normal,15,Wednesday,8:00,8:15,user1
1217,Write a diary,Personal,Normal,30,Wednesday,22:30,23:00,user1
2169,Read a book,Education,More Important,60,Wednesday,11:00,12:00,user1
833,Post on a blog,Personal,Less Important,30,Sunday,14:30,15:00,user1
274,Check calendar,Work,Normal,10,Friday,8:15,8:25,user1
2064,Code review session,Work,More Important,60,Tuesday,15:45,16:45,user1
2026,Visit the bank,Personal,More Important,45,Monday,9:30,10:15,user1
2462,Read comics,Personal,Less Important,45,Tuesday,17:45,18:30,user1
2936,Wash dishes,Personal,Normal,30,Wednesday,18:45,19:15,user1
224,Sunbathe,Personal,Less Important,30,Wednesday,16:00,16:30,user1
2378,Swimming,Personal,Normal,30,Friday,6:00,6:30,user1
656,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1
3049,Yoga session,Personal,Normal,30,Tuesday,6:00,6:30,user1
2559,Write a blog post,Personal,Normal,30,Friday,16:15,16:45,user1
2453,Online course session,Education,Important,45,Sunday,12:15,13:00,user1
964,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1
1322,Sketch a design,Personal,Normal,90,Sunday,14:00,15:30,user1
974,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1
1335,Back up important data,Work,Important,30,Saturday,9:00,9:30,user1
208,Do housework,Personal,Normal,45,Thursday,18:00,18:45,user1
