TaskID,TaskName,Type,Duration,Importance,DayOfWeek,StartTime,EndTime
442,Walk a pet,Personal,30,Normal,Saturday,8:00,8:30
443,Visit the library,Education,60,Normal,Sunday,14:30,15:30
444,Complete a crossword puzzle,Personal,30,Normal,Monday,21:00,21:30
445,Join a webinar on AI,Education,120,Very Important,Tuesday,10:00,12:00
446,Plan a creative project,Personal,60,Normal,Wednesday,18:00,19:00
447,Organize email inbox,Work,30,Normal,Thursday,9:00,9:30
448,Relax with an audiobook,Personal,60,Normal,Friday,21:00,22:00
449,Brush teeth,Personal,5,Normal,Monday,7:00,7:05
450,Take a shower,Personal,20,Normal,Monday,7:05,7:25
451,Make breakfast,Personal,30,Normal,Monday,7:30,8:00
452,Check social media,Personal,15,Normal,Monday,8:15,8:30
453,Go to work,Work,60,Very Important,Monday,8:30,9:30
454,Drive to work,Work,30,Normal,Saturday,9:30,10:00
455,Morning coffee break,Personal,15,Normal,Saturday,10:00,10:15
456,Organize desk,Work,10,Normal,Monday,10:15,10:25
457,Take a short walk,Personal,10,Less Important,Monday,12:00,12:10
458,Have lunch,Personal,45,Normal,Monday,12:15,13:00
459,Check and reply to messages,Work,15,Normal,Monday,13:00,13:15
460,Call a friend,Personal,20,Normal,Monday,13:30,13:50
461,Check work emails,Work,20,Normal,Monday,14:00,14:20
462,Do the laundry,Personal,30,Normal,Monday,14:30,15:00
463,Cook dinner,Personal,45,Normal,Monday,18:00,18:45
464,Eat dinner,Personal,30,Normal,Monday,18:45,19:15
465,Wash dishes,Personal,15,Normal,Monday,19:30,19:45
466,Watch TV,Personal,60,Normal,Monday,20:00,21:00
467,Take a walk after dinner,Personal,20,Less Important,Monday,21:15,21:35
468,Meditate,Personal,10,Less Important,Monday,21:40,21:50
469,Read the news,Personal,20,Normal,Tuesday,7:00,7:20
470,Make a to-do list for the day,Personal,10,Normal,Saturday,7:20,7:30
471,Water the plants,Personal,10,Normal,Saturday,7:30,7:40
472,Drop kids off at school,Personal,30,Normal,Tuesday,8:00,8:30
473,Drive to work,Work,30,Normal,Tuesday,8:30,9:00
474,Grocery shopping,Personal,60,Normal,Sunday,10:00,11:00
475,Respond to customer queries,Work,30,Normal,Monday,11:00,11:30
476,Take a quick break,Personal,10,Normal,Tuesday,15:00,15:10
477,Pick up kids from school,Personal,30,Normal,Wednesday,16:00,16:30
478,Check bank statements,Personal,15,Normal,Tuesday,16:30,16:45
479,Clean the kitchen,Personal,30,Normal,Tuesday,17:00,17:30
480,Clean the bathroom,Personal,30,Normal,Tuesday,18:00,18:30
481,Call family members,Personal,15,Normal,Tuesday,19:00,19:15
482,Check work updates,Work,20,Normal,Tuesday,20:00,20:20
483,Plan a weekend trip,Personal,30,Normal,Tuesday,20:30,21:00
484,Have a cup of tea,Personal,15,Normal,Wednesday,7:00,7:15
485,Read a book,Personal,30,Normal,Wednesday,7:15,7:45
486,Clean the living room,Personal,30,Normal,Wednesday,10:00,10:30
487,Listen to music,Personal,30,Normal,Wednesday,12:00,12:30
488,Call a colleague for a quick check-in,Work,10,Normal,Wednesday,14:00,14:10
489,Make a list of groceries,Personal,10,Normal,Wednesday,16:00,16:10
490,Take a nap,Personal,30,Less Important,Wednesday,16:30,17:00
491,Organize the wardrobe,Personal,30,Normal,Wednesday,17:30,18:00
492,Try a new recipe,Personal,45,Normal,Wednesday,18:30,19:15
493,Reply to personal messages,Personal,15,Normal,Wednesday,19:30,19:45
494,Take a hot bath,Personal,30,Normal,Wednesday,20:00,20:30
495,Do some light stretching,Personal,10,Normal,Thursday,6:30,6:40
496,Take a morning walk,Personal,20,Normal,Thursday,7:00,7:20
497,Pack lunch,Personal,15,Normal,Thursday,7:30,7:45
498,Make phone calls for work,Work,30,Normal,Thursday,9:00,9:30
499,Have breakfast,Personal,30,Normal,Tuesday,7:00,7:30
500,Drink coffee,Personal,15,Normal,Tuesday,7:30,7:45
501,Browse social media,Personal,15,Less Important,Tuesday,7:45,8:00
502,Check emails,Work,15,Normal,Wednesday,8:00,8:15
503,Read the news,Personal,20,Normal,Wednesday,8:15,8:35
504,Exercise,Personal,45,Important,Wednesday,8:35,9:20
505,Go to work,Work,60,Very Important,Wednesday,9:30,10:30
506,Meet friends,Personal,90,Normal,Wednesday,17:00,18:30
507,Go shopping,Personal,60,Normal,Thursday,16:00,17:00
508,Do housework,Personal,45,Normal,Thursday,18:00,18:45
509,Cook,Personal,60,Normal,Thursday,18:45,19:45
510,Have lunch,Personal,60,Normal,Thursday,12:00,13:00
511,Rest,Personal,30,Less Important,Tuesday,13:00,13:30
512,Take a shower,Personal,20,Normal,Wednesday,13:30,13:50
513,Watch a movie,Personal,120,Normal,Thursday,20:00,22:00
514,Listen to music,Personal,30,Less Important,Friday,13:50,14:20
515,Go for a walk,Personal,30,Normal,Monday,14:20,14:50
516,Play games,Personal,60,Less Important,Monday,19:50,20:50
517,Read a book,Personal,60,Normal,Monday,22:00,23:00
518,Write a journal,Personal,20,Normal,Monday,23:00,23:20
519,Send a message,Personal,10,Less Important,Monday,23:20,23:30
520,Make a phone call,Personal,20,Normal,Saturday,15:00,15:20
521,Organize work,Work,60,Important,Sunday,10:30,11:30
522,Clean the room,Personal,30,Normal,Monday,11:30,12:00
523,Plan for tomorrow,Work,20,Important,Tuesday,22:00,22:20
524,Sunbathe,Personal,30,Less Important,Wednesday,16:00,16:30
525,Play sports,Personal,60,Normal,Thursday,17:30,18:30
526,Garden,Personal,60,Normal,Friday,16:30,17:30
527,Take care of plants,Personal,30,Normal,Saturday,14:00,14:30
528,Cook dinner,Personal,60,Normal,Sunday,19:45,20:45
529,Clean the kitchen,Personal,30,Normal,Monday,20:45,21:15
530,Tidy up the house,Personal,30,Normal,Monday,21:15,21:45
531,Go to bed early,Personal,60,Very Important,Sunday,23:30,24:30:00
532,Study online,Education,60,Very Important,Sunday,14:30,15:30
533,Post on a blog,Personal,30,Less Important,Sunday,14:30,15:00
534,Do crafts,Personal,60,Less Important,Sunday,16:30,17:30
535,Repair things,Personal,60,Normal,Sunday,15:00,16:00
536,Take photos,Personal,30,Less Important,Sunday,17:00,17:30
537,Compose music,Personal,60,Normal,Sunday,15:30,16:30
538,Visit family,Personal,120,Normal,Sunday,14:00,16:00
539,Play with pets,Personal,30,Normal,Saturday,14:50,15:20
540,Work in a team,Work,120,Very Important,Saturday,10:30,12:30
541,Play outdoor sports,Personal,90,Normal,Sunday,16:00,17:30
542,Attend a party,Social,180,Less Important,Saturday,18:30,21:30
543,Practice yoga,Personal,30,Normal,Saturday,6:00,6:30
544,Go jogging,Personal,30,Normal,Wednesday,6:30,7:00
545,Do homework,Education,60,Important,Wednesday,18:00,19:00
546,Attend a seminar,Education,120,Very Important,Thursday,9:00,11:00
547,Update personal profiles,Personal,15,Less Important,Thursday,13:00,13:15
548,Handle paperwork,Work,30,Normal,Friday,13:15,13:45
549,Shop online,Personal,60,Normal,Saturday,12:00,13:00
550,Learn a new skill,Education,60,Important,Sunday,16:30,17:30
551,Watch a livestream,Personal,60,Less Important,Monday,19:00,20:00
552,Wake up,Personal,15,Very Important,Monday,6:00,6:15
553,Stretch,Personal,10,Normal,Sunday,6:15,6:25
554,Make bed,Personal,10,Normal,Sunday,6:25,6:35
555,Water plants,Personal,15,Normal,Saturday,6:35,6:50
556,Brush teeth,Personal,5,Normal,Saturday,6:50,6:55
557,Pack bag,Personal,10,Normal,Friday,7:00,7:10
558,Take vitamins,Personal,5,Normal,Saturday,7:10,7:15
559,Make lunch,Personal,30,Normal,Sunday,12:00,12:30
560,Check weather,Personal,5,Less Important,Monday,6:00,6:05
561,Organize desk,Work,15,Normal,Tuesday,8:30,8:45
562,Take a break,Personal,10,Less Important,Wednesday,9:45,9:55
563,Walk to the bus stop,Personal,10,Normal,Thursday,7:30,7:40
564,Reply to messages,Personal,15,Normal,Friday,15:00,15:15
565,Buy groceries,Personal,60,Normal,Saturday,10:00,11:00
566,Do laundry,Personal,60,Normal,Sunday,15:00,16:00
567,Take a nap,Personal,20,Less Important,Monday,13:00,13:20
568,Drink water,Personal,5,Normal,Tuesday,10:00,10:05
569,Talk to family,Personal,20,Normal,Wednesday,17:30,17:50
570,Check social media,Personal,10,Less Important,Thursday,15:30,15:40
571,Clear notifications,Personal,5,Less Important,Friday,15:40,15:45
572,Walk the dog,Personal,30,Normal,Saturday,16:00,16:30
573,Make smoothie,Personal,10,Less Important,Thursday,8:00,8:10
574,Check calendar,Work,10,Normal,Friday,8:15,8:25
575,Meditate,Personal,15,Normal,Saturday,6:40,6:55
576,Write to-do list,Work,10,Normal,Sunday,8:45,8:55
577,Pick up mail,Personal,10,Less Important,Monday,17:00,17:10
578,Read a blog,Personal,15,Less Important,Tuesday,10:15,10:30
579,Call a friend,Personal,20,Normal,Wednesday,18:00,18:20
580,Go for a bike ride,Personal,30,Less Important,Thursday,17:00,17:30
581,Watch TV series,Personal,60,Normal,Friday,21:00,22:00
582,Do a puzzle,Personal,30,Less Important,Saturday,16:30,17:00
583,Write a letter,Personal,30,Less Important,Sunday,18:30,19:00
584,Wash dishes,Personal,20,Normal,Monday,19:45,20:05
585,Set alarms,Personal,5,Normal,Tuesday,22:30,22:35
586,Organize photos,Personal,30,Less Important,Wednesday,14:00,14:30
587,Take a power nap,Personal,20,Less Important,Thursday,14:00,14:20
588,Send postcards,Personal,20,Less Important,Monday,12:30,12:50
589,Meet new people,Social,60,Normal,Tuesday,15:00,16:00
590,Attend a webinar,Education,60,Important,Wednesday,19:00,20:00
591,Plan a trip,Personal,90,Important,Thursday,14:00,15:30
592,Organize documents,Work,30,Normal,Friday,11:00,11:30
593,Read a magazine,Personal,20,Less Important,Saturday,15:00,15:20
594,Have a meeting,Work,60,Very Important,Thursday,9:00,10:00
595,Pay bills,Personal,30,Important,Friday,18:00,18:30
596,Go to a fitness class,Personal,60,Normal,Saturday,19:00,20:00
597,Write a poem,Personal,30,Less Important,Sunday,18:30,19:00
598,Take a coffee break,Personal,10,Normal,Monday,10:30,10:40
599,Take a deep breath,Personal,5,Normal,Tuesday,8:40,8:45
600,Research a topic,Education,30,Important,Monday,15:30,16:00
601,Meeting with client,Work,60,Very Important,Monday,9:00,10:00
602,Go to the supermarket,Personal,30,Normal,Tuesday,16:00,16:30
603,Exercise,Personal,45,Less Important,Wednesday,6:30,7:15
604,Write report,Work,90,Important,Thursday,10:30,12:00
605,Read a book,Personal,60,Normal,Friday,20:00,21:00
606,Hang out with friends,Personal,120,Normal,Saturday,18:00,20:00
607,Teamwork,Work,120,Very Important,Sunday,14:00,16:00
608,Plan for the new week,Work,45,Important,Monday,8:00,8:45
609,Jogging,Personal,30,Less Important,Tuesday,7:30,8:00
610,Cooking,Personal,60,Normal,Wednesday,12:00,13:00
611,Learn programming,Education,90,Very Important,Thursday,19:00,20:30
612,Yoga practice,Personal,30,Normal,Friday,6:00,6:30
613,Check email,Work,15,Normal,Saturday,8:45,9:00
614,Learn English,Education,60,Important,Sunday,15:00,16:00
615,Watch a movie,Personal,120,Less Important,Monday,21:00,23:00
616,Work group meeting,Work,60,Very Important,Tuesday,11:00,12:00
617,Write a diary,Personal,30,Normal,Wednesday,22:30,23:00
618,Prepare lecture,Work,90,Important,Thursday,13:30,15:00
619,Clean the house,Personal,60,Normal,Friday,9:00,10:00
620,Listen to podcast,Personal,30,Normal,Saturday,20:30,21:00
621,Go to the supermarket,Personal,30,Normal,Sunday,16:15,16:45
622,Exercise,Personal,45,Less Important,Monday,6:45,7:30
623,Write report,Work,90,Important,Tuesday,10:45,12:15
624,Read a book,Personal,60,Normal,Wednesday,20:15,21:15
625,Hang out with friends,Personal,120,Normal,Thursday,18:15,20:15
626,Teamwork,Work,120,Very Important,Friday,14:15,16:15
627,Plan for the new week,Work,45,Important,Saturday,8:00,8:15
628,Jogging,Personal,30,Less Important,Sunday,7:45,8:15
629,Cooking,Personal,60,Normal,Monday,12:15,13:15
630,Learn programming,Education,90,Very Important,Tuesday,19:15,20:45
631,Yoga practice,Personal,30,Normal,Wednesday,6:15,6:45
632,Check email,Work,15,Normal,Thursday,8:00,9:15
633,Learn English,Education,60,Important,Friday,15:15,16:15
634,Watch a movie,Personal,120,Less Important,Saturday,21:15,23:15
635,Work group meeting,Work,60,Very Important,Sunday,11:15,12:15
636,Write a diary,Personal,30,Normal,Monday,22:45,23:15
637,Prepare lecture,Work,90,Important,Tuesday,13:45,15:15
638,Clean the house,Personal,60,Normal,Wednesday,9:15,10:15
639,Listen to podcast,Personal,30,Normal,Thursday,20:45,21:15
640,Meeting with client,Work,60,Very Important,Friday,9:15,10:15
641,Go to the supermarket,Personal,30,Normal,Saturday,16:15,16:45
642,Exercise,Personal,45,Less Important,Sunday,6:45,7:30
643,Write report,Work,90,Important,Monday,10:45,12:15
644,Read a book,Personal,60,Normal,Tuesday,20:15,21:15
645,Hang out with friends,Personal,120,Normal,Wednesday,18:15,20:15
646,Teamwork,Work,120,Very Important,Thursday,14:15,16:15
647,Plan for the new week,Work,45,Important,Friday,8:15,8:00
648,Jogging,Personal,30,Less Important,Saturday,7:45,8:15
649,Cooking,Personal,60,Normal,Sunday,12:15,13:15
650,Learn programming,Education,90,Very Important,Monday,19:15,20:45
651,Meditation,Personal,20,Normal,Monday,6:00,6:20
652,Team brainstorming session,Work,90,Very Important,Tuesday,10:00,11:30
653,Gardening,Personal,45,Normal,Wednesday,7:30,8:15
654,Online workshop,Education,120,Important,Thursday,15:00,17:00
655,Family dinner,Personal,90,Important,Friday,19:00,20:30
656,Coding Session,Personal,100,Normal,Sunday,20:00,21:40
657,Email Responses,Personal,69,Very Important,Monday,14:00,15:09
658,Yoga,Work,46,Very Important,Tuesday,19:00,19:46
659,Coding Session,Personal,68,Normal,Wednesday,7:00,8:08
660,Reading,Personal,24,Less Important,Thursday,20:00,20:24
661,Grocery Shopping,Personal,15,Very Important,Friday,22:00,22:15
662,Meeting,Personal,61,Important,Saturday,6:00,7:01
663,Yoga,Personal,22,Important,Sunday,13:00,13:22
664,Coding Session,Personal,89,Very Important,Monday,7:00,8:29
665,Writing,Personal,79,Very Important,Tuesday,2:00,3:19
666,Writing,Personal,21,Very Important,Wednesday,2:00,2:21
667,Yoga,Personal,63,Very Important,Thursday,10:00,11:03
668,Email Responses,Personal,111,Normal,Friday,7:00,8:51
669,Reading,Personal,82,Less Important,Saturday,5:00,6:22
670,Grocery Shopping,Personal,35,Important,Sunday,21:00,21:35
671,Writing,Work,70,Less Important,Monday,18:00,19:10
672,Yoga,Work,16,Important,Tuesday,20:00,20:16
673,Grocery Shopping,Personal,66,Important,Wednesday,1:00,2:06
674,Email Responses,Personal,83,Normal,Thursday,23:00,0:23
675,Grocery Shopping,Work,43,Very Important,Friday,7:00,7:43
676,Reading,Personal,64,Normal,Saturday,10:00,11:04
677,Meeting,Personal,67,Important,Sunday,12:00,13:07
678,Grocery Shopping,Work,65,Very Important,Monday,18:00,19:05
679,Meeting,Work,102,Normal,Tuesday,11:00,12:42
680,Meeting,Work,95,Normal,Wednesday,16:00,17:35
681,Yoga,Personal,87,Less Important,Thursday,21:00,22:27
682,Meeting,Work,86,Less Important,Friday,4:00,5:26
683,Yoga,Personal,112,Important,Saturday,21:00,22:52
684,Email Responses,Personal,23,Less Important,Sunday,16:00,16:23
685,Reading,Personal,104,Very Important,Monday,15:00,16:44
686,Coding Session,Work,116,Very Important,Tuesday,9:00,10:56
687,Writing,Work,18,Important,Wednesday,9:00,9:18
688,Reading,Personal,81,Normal,Thursday,13:00,14:21
689,Coding Session,Work,15,Important,Friday,18:00,18:15
690,Coding Session,Personal,16,Normal,Saturday,16:00,16:16
691,Grocery Shopping,Personal,101,Important,Sunday,6:00,7:41
692,Grocery Shopping,Work,41,Very Important,Monday,14:00,14:41
693,Coding Session,Personal,108,Very Important,Tuesday,7:00,8:48
694,Reading,Work,103,Important,Wednesday,0:00,1:43
695,Meeting,Work,82,Very Important,Thursday,20:00,21:22
696,Meeting,Personal,51,Less Important,Friday,21:00,21:51
697,Grocery Shopping,Personal,101,Important,Saturday,9:00,10:41
698,Grocery Shopping,Personal,50,Important,Sunday,1:00,1:50
699,Meeting,Work,95,Normal,Monday,23:00,0:35
700,Take an online quiz,Education,30,Normal,Monday,17:30,18:00
701,Volunteer at a shelter,Personal,120,Important,Sunday,10:00,12:00
702,Attend a seminar on technology trends,Education,120,Very Important,Monday,14:00,16:00
703,Prepare slides for a presentation,Work,90,Important,Tuesday,9:00,10:30
704,Virtual networking event,Work,90,Normal,Wednesday,19:00,20:30
705,Take a long walk,Personal,45,Less Important,Thursday,7:30,8:15
706,Create a new recipe,Personal,90,Normal,Friday,18:00,19:30
707,Attend a book club meeting,Personal,90,Important,Saturday,17:00,18:30
708,Host a movie night,Personal,150,Normal,Sunday,20:00,22:30
709,Clean out old files,Work,60,Normal,Monday,16:30,17:30
710,Research new skills to learn,Education,90,Important,Tuesday,14:00,15:30
711,Morning journaling,Personal,30,Normal,Wednesday,6:30,7:00
712,Water the garden,Personal,30,Less Important,Thursday,8:00,8:30
713,Team status update,Work,60,Very Important,Friday,11:00,12:00
714,Weekend getaway planning,Personal,90,Normal,Saturday,15:00,16:30
715,Watch a TED Talk,Education,30,Normal,Sunday,19:00,19:30
716,Learn new software,Education,120,Important,Monday,9:00,11:00
717,Donate old clothes,Personal,60,Normal,Tuesday,16:00,17:00
718,Organize a photo album,Personal,60,Normal,Wednesday,20:00,21:00
719,Online fitness class,Personal,45,Less Important,Thursday,18:30,19:15
720,Meal prep for the week,Personal,90,Normal,Friday,17:30,19:00
721,Call a relative,Personal,30,Normal,Saturday,10:30,11:00
722,Sketch a design,Personal,90,Normal,Sunday,14:00,15:30
723,Research a topic of interest,Education,90,Important,Monday,15:00,16:30
724,Organize workspace,Work,60,Important,Tuesday,13:00,14:00
725,Meditation session,Personal,20,Less Important,Wednesday,6:00,6:20
726,Plan a team outing,Work,60,Important,Thursday,17:00,18:00
727,Attend a yoga retreat,Personal,120,Important,Friday,8:00,10:00
728,Write a short story,Personal,90,Normal,Saturday,19:00,20:30
729,Practice a musical instrument,Personal,60,Normal,Sunday,17:30,18:30
730,Learn a new language,Education,60,Important,Monday,20:00,21:00
731,Morning stretch,Personal,15,Less Important,Tuesday,6:30,6:45
732,Review monthly budget,Personal,45,Important,Wednesday,19:30,20:15
733,Visit a museum,Personal,120,Normal,Thursday,10:00,12:00
734,Host a podcast episode,Personal,60,Normal,Friday,20:00,21:00
735,Back up important data,Work,30,Important,Saturday,9:00,9:30
736,Update LinkedIn profile,Work,45,Important,Sunday,12:00,12:45
737,Paint a canvas,Personal,90,Normal,Monday,17:00,18:30
738,Research healthy recipes,Personal,60,Normal,Tuesday,11:00,12:00
739,Weekly team sync-up,Work,60,Very Important,Wednesday,15:00,16:00
740,Attend a coding hackathon,Education,240,Very Important,Thursday,14:00,18:00
741,Play board games with family,Personal,90,Normal,Friday,19:30,21:00
742,Walk a pet,Personal,30,Normal,Saturday,8:00,8:30
743,Visit the library,Education,60,Normal,Sunday,14:30,15:30
744,Complete a crossword puzzle,Personal,30,Normal,Monday,21:00,21:30
745,Join a webinar on AI,Education,120,Very Important,Tuesday,10:00,12:00
746,Plan a creative project,Personal,60,Normal,Wednesday,18:00,19:00
747,Organize email inbox,Work,30,Normal,Thursday,9:00,9:30
748,Relax with an audiobook,Personal,60,Normal,Friday,21:00,22:00
749,Brush teeth,Personal,5,Normal,Monday,7:00,7:05
750,Take a shower,Personal,20,Normal,Monday,7:05,7:25
751,Make breakfast,Personal,30,Normal,Monday,7:30,8:00
752,Check social media,Personal,15,Normal,Monday,8:15,8:30
753,Go to work,Work,60,Very Important,Monday,8:30,9:30
754,Drive to work,Work,30,Normal,Saturday,9:30,10:00
755,Morning coffee break,Personal,15,Normal,Saturday,10:00,10:15
756,Organize desk,Work,10,Normal,Monday,10:15,10:25
757,Take a short walk,Personal,10,Less Important,Monday,12:00,12:10
758,Have lunch,Personal,45,Normal,Monday,12:15,13:00
759,Check and reply to messages,Work,15,Normal,Monday,13:00,13:15
760,Call a friend,Personal,20,Normal,Monday,13:30,13:50
761,Check work emails,Work,20,Normal,Monday,14:00,14:20
762,Do the laundry,Personal,30,Normal,Monday,14:30,15:00
763,Cook dinner,Personal,45,Normal,Monday,18:00,18:45
764,Eat dinner,Personal,30,Normal,Monday,18:45,19:15
765,Wash dishes,Personal,15,Normal,Monday,19:30,19:45
766,Watch TV,Personal,60,Normal,Monday,20:00,21:00
767,Take a walk after dinner,Personal,20,Less Important,Monday,21:15,21:35
768,Meditate,Personal,10,Less Important,Monday,21:40,21:50
769,Read the news,Personal,20,Normal,Tuesday,7:00,7:20
770,Make a to-do list for the day,Personal,10,Normal,Saturday,7:20,7:30
771,Water the plants,Personal,10,Normal,Saturday,7:30,7:40
772,Drop kids off at school,Personal,30,Normal,Tuesday,8:00,8:30
773,Drive to work,Work,30,Normal,Tuesday,8:30,9:00
774,Grocery shopping,Personal,60,Normal,Sunday,10:00,11:00
775,Respond to customer queries,Work,30,Normal,Monday,11:00,11:30
776,Take a quick break,Personal,10,Normal,Tuesday,15:00,15:10
777,Pick up kids from school,Personal,30,Normal,Wednesday,16:00,16:30
778,Check bank statements,Personal,15,Normal,Tuesday,16:30,16:45
779,Clean the kitchen,Personal,30,Normal,Tuesday,17:00,17:30
780,Clean the bathroom,Personal,30,Normal,Tuesday,18:00,18:30
781,Call family members,Personal,15,Normal,Tuesday,19:00,19:15
782,Check work updates,Work,20,Normal,Tuesday,20:00,20:20
783,Plan a weekend trip,Personal,30,Normal,Tuesday,20:30,21:00
784,Have a cup of tea,Personal,15,Normal,Wednesday,7:00,7:15
785,Read a book,Personal,30,Normal,Wednesday,7:15,7:45
786,Clean the living room,Personal,30,Normal,Wednesday,10:00,10:30
787,Listen to music,Personal,30,Normal,Wednesday,12:00,12:30
788,Call a colleague for a quick check-in,Work,10,Normal,Wednesday,14:00,14:10
789,Make a list of groceries,Personal,10,Normal,Wednesday,16:00,16:10
790,Take a nap,Personal,30,Less Important,Wednesday,16:30,17:00
791,Organize the wardrobe,Personal,30,Normal,Wednesday,17:30,18:00
792,Try a new recipe,Personal,45,Normal,Wednesday,18:30,19:15
793,Reply to personal messages,Personal,15,Normal,Wednesday,19:30,19:45
794,Take a hot bath,Personal,30,Normal,Wednesday,20:00,20:30
795,Do some light stretching,Personal,10,Normal,Thursday,6:30,6:40
796,Take a morning walk,Personal,20,Normal,Thursday,7:00,7:20
797,Pack lunch,Personal,15,Normal,Thursday,7:30,7:45
798,Make phone calls for work,Work,30,Normal,Thursday,9:00,9:30
799,Have breakfast,Personal,30,Normal,Tuesday,7:00,7:30
800,Drink coffee,Personal,15,Normal,Tuesday,7:30,7:45
801,Browse social media,Personal,15,Less Important,Tuesday,7:45,8:00
802,Check emails,Work,15,Normal,Wednesday,8:00,8:15
803,Read the news,Personal,20,Normal,Wednesday,8:15,8:35
804,Exercise,Personal,45,Important,Wednesday,8:35,9:20
805,Go to work,Work,60,Very Important,Wednesday,9:30,10:30
806,Meet friends,Personal,90,Normal,Wednesday,17:00,18:30
807,Go shopping,Personal,60,Normal,Thursday,16:00,17:00
808,Do housework,Personal,45,Normal,Thursday,18:00,18:45
809,Cook,Personal,60,Normal,Thursday,18:45,19:45
810,Have lunch,Personal,60,Normal,Thursday,12:00,13:00
811,Rest,Personal,30,Less Important,Tuesday,13:00,13:30
812,Take a shower,Personal,20,Normal,Wednesday,13:30,13:50
813,Watch a movie,Personal,120,Normal,Thursday,20:00,22:00
814,Listen to music,Personal,30,Less Important,Friday,13:50,14:20
815,Go for a walk,Personal,30,Normal,Monday,14:20,14:50
816,Play games,Personal,60,Less Important,Monday,19:50,20:50
817,Read a book,Personal,60,Normal,Monday,22:00,23:00
818,Write a journal,Personal,20,Normal,Monday,23:00,23:20
819,Send a message,Personal,10,Less Important,Monday,23:20,23:30
820,Make a phone call,Personal,20,Normal,Saturday,15:00,15:20
821,Organize work,Work,60,Important,Sunday,10:30,11:30
822,Clean the room,Personal,30,Normal,Monday,11:30,12:00
823,Plan for tomorrow,Work,20,Important,Tuesday,22:00,22:20
824,Sunbathe,Personal,30,Less Important,Wednesday,16:00,16:30
825,Play sports,Personal,60,Normal,Thursday,17:30,18:30
826,Garden,Personal,60,Normal,Friday,16:30,17:30
827,Take care of plants,Personal,30,Normal,Saturday,14:00,14:30
828,Cook dinner,Personal,60,Normal,Sunday,19:45,20:45
829,Clean the kitchen,Personal,30,Normal,Monday,20:45,21:15
830,Tidy up the house,Personal,30,Normal,Monday,21:15,21:45
831,Go to bed early,Personal,60,Very Important,Sunday,23:30,24:30:00
832,Study online,Education,60,Very Important,Sunday,14:30,15:30
833,Post on a blog,Personal,30,Less Important,Sunday,14:30,15:00
834,Do crafts,Personal,60,Less Important,Sunday,16:30,17:30
835,Repair things,Personal,60,Normal,Sunday,15:00,16:00
836,Take photos,Personal,30,Less Important,Sunday,17:00,17:30
837,Compose music,Personal,60,Normal,Sunday,15:30,16:30
838,Visit family,Personal,120,Normal,Sunday,14:00,16:00
839,Play with pets,Personal,30,Normal,Saturday,14:50,15:20
840,Work in a team,Work,120,Very Important,Saturday,10:30,12:30
841,Play outdoor sports,Personal,90,Normal,Sunday,16:00,17:30
842,Attend a party,Social,180,Less Important,Saturday,18:30,21:30
843,Practice yoga,Personal,30,Normal,Saturday,6:00,6:30
844,Go jogging,Personal,30,Normal,Wednesday,6:30,7:00
845,Do homework,Education,60,Important,Wednesday,18:00,19:00
846,Attend a seminar,Education,120,Very Important,Thursday,9:00,11:00
847,Update personal profiles,Personal,15,Less Important,Thursday,13:00,13:15
848,Handle paperwork,Work,30,Normal,Friday,13:15,13:45
849,Shop online,Personal,60,Normal,Saturday,12:00,13:00
850,Learn a new skill,Education,60,Important,Sunday,16:30,17:30
851,Watch a livestream,Personal,60,Less Important,Monday,19:00,20:00
852,Wake up,Personal,15,Very Important,Monday,6:00,6:15
853,Stretch,Personal,10,Normal,Sunday,6:15,6:25
854,Make bed,Personal,10,Normal,Sunday,6:25,6:35
855,Water plants,Personal,15,Normal,Saturday,6:35,6:50
856,Brush teeth,Personal,5,Normal,Saturday,6:50,6:55
857,Pack bag,Personal,10,Normal,Friday,7:00,7:10
858,Take vitamins,Personal,5,Normal,Saturday,7:10,7:15
859,Make lunch,Personal,30,Normal,Sunday,12:00,12:30
860,Check weather,Personal,5,Less Important,Monday,6:00,6:05
861,Organize desk,Work,15,Normal,Tuesday,8:30,8:45
862,Take a break,Personal,10,Less Important,Wednesday,9:45,9:55
863,Walk to the bus stop,Personal,10,Normal,Thursday,7:30,7:40
864,Reply to messages,Personal,15,Normal,Friday,15:00,15:15
865,Buy groceries,Personal,60,Normal,Saturday,10:00,11:00
866,Do laundry,Personal,60,Normal,Sunday,15:00,16:00
867,Take a nap,Personal,20,Less Important,Monday,13:00,13:20
868,Drink water,Personal,5,Normal,Tuesday,10:00,10:05
869,Talk to family,Personal,20,Normal,Wednesday,17:30,17:50
870,Check social media,Personal,10,Less Important,Thursday,15:30,15:40
871,Clear notifications,Personal,5,Less Important,Friday,15:40,15:45
872,Walk the dog,Personal,30,Normal,Saturday,16:00,16:30
873,Make smoothie,Personal,10,Less Important,Thursday,8:00,8:10
874,Check calendar,Work,10,Normal,Friday,8:15,8:25
875,Meditate,Personal,15,Normal,Saturday,6:40,6:55
876,Write to-do list,Work,10,Normal,Sunday,8:45,8:55
877,Pick up mail,Personal,10,Less Important,Monday,17:00,17:10
878,Read a blog,Personal,15,Less Important,Tuesday,10:15,10:30
879,Call a friend,Personal,20,Normal,Wednesday,18:00,18:20
880,Go for a bike ride,Personal,30,Less Important,Thursday,17:00,17:30
881,Watch TV series,Personal,60,Normal,Friday,21:00,22:00
